,username,recipe_id,rating
1,indian_finesser_272,Runzas-_Bierocks_-1601298,2
5,indian_finesser_272,Sauerkraut-Chickpea-Flour-Ravioli-_-Spiced-Applesauce-1592004,2
6,indian_finesser_272,Sauerbraten-1500604,3
11,indian_finesser_272,Asian-Style-Scallops-I-Adore-Food-55293,2
10,indian_finesser_272,Easy-Noodle-Stir-Fry-1170602,2
13,indian_finesser_272,Easy-Chicken-Teriyaki-1172111,5
27,indian_finesser_272,Cuban-Red-Beans-1235096,2
24,indian_finesser_272,Slow-Cooker-Cuban-Style-Chicken-Stew-1513701,3
26,indian_finesser_272,Cuban-Style-Lamb-1733103,5
39,indian_finesser_272,Slow-Cooker-Hungarian-Goulash-1099957,4
30,indian_finesser_272,Hungarian-Goulash-1975672,4
37,indian_finesser_272,Hungarian-Beef-Goulash-1360569,5
48,indian_finesser_272,Japanese-Crispy-Fried-Shrimp-630308,2
49,indian_finesser_272,Protein-Packed-Japanese-Tofu-Steak-1314305,3
43,indian_finesser_272,Unagi-Don-_Unadon_-1032097,1
52,indian_finesser_272,Spanish-rice-with-chicken-299070,5
59,indian_finesser_272,Spanish-Recipe-Caldillo-De-Perro-1520879,5
51,indian_finesser_272,Spanish-Chorizo-Omelette-with-Irregular-Mushrooms-1802850,3
66,indian_finesser_272,Moroccan-Spiced-Tuna-Steaks-1519093,4
67,indian_finesser_272,Moroccan-Meat-Cigars-Allrecipes,4
60,indian_finesser_272,Moroccan-Inspired-Pork-Stew-1332144,3
70,indian_finesser_272,Spanakopita-Casserole-490232,4
72,indian_finesser_272,Skinny_-Greek-Style-Vegetarian-Pizza_-Ready-in-10-Minutes_-633758,4
75,indian_finesser_272,Savory-Greek-Waffle-Pizzas-1522725,3
85,indian_finesser_272,Mattar-Paneer-1421128,5
84,indian_finesser_272,Beef-Masala-Curry-1181655,5
83,indian_finesser_272,Healthy-Paneer-Makhani-1263105,5
95,indian_finesser_272,Southern-Honey-Baked-Ham-1360914,4
90,indian_finesser_272,Mama_s-Fried-Chicken-1050513,2
94,indian_finesser_272,Southern-Style-Pulled-Pork-BBQ-471484,1
102,indian_finesser_272,Skillet-Beef-_-Broccoli-1549837,1
101,indian_finesser_272,Roasted-salmon-with-balsamic-sauce-309887,1
104,indian_finesser_272,Garlic-lover_s-vegetable-stir-fry-with-eggplant_-zucchini_-and-yellow-squash-309526,1
119,indian_finesser_272,Core-Irish-Beef-Stew-Recipezaar,1
112,indian_finesser_272,Guinness-Irish-Lamb-Stew-1752473,5
114,indian_finesser_272,Vegan-Irish-Hand-Pies-1894258,1
128,indian_finesser_272,Steak-And-Kidney-Pie-I-Allrecipes,5
123,indian_finesser_272,The-Best-English-Muffin-Pepperoni-Pizza-776866,1
129,indian_finesser_272,Cottage-Pie-Allrecipes,1
136,indian_finesser_272,Real-Texas-Chili-My-Recipes,5
138,indian_finesser_272,Chicken-With-Sherry-Vinegar-Sauce-My-Recipes,4
132,indian_finesser_272,Balsamic_glazed-Halibut-My-Recipes,4
142,indian_finesser_272,Mexican-Meatloaf-983138,4
146,indian_finesser_272,Instant-Pot-_or-Slow-Cooker_-Low-Carb-Green-Chile-Pork-Taco-Bowl-2035715,5
140,indian_finesser_272,Buffalo-Chicken-Taquitos-1186877,3
150,indian_finesser_272,Thai-Garlic-Chili-Shrimp-960660,5
157,indian_finesser_272,Thai-Fried-Rice-1164164,3
155,indian_finesser_272,Thai-Chicken-Wings-with-Peanut-Sauce-1503217,4
164,indian_finesser_272,Favorite-Swedish-Meatballs-1324614,1
163,indian_finesser_272,Swedish-Meatballs-1034858,3
168,indian_finesser_272,Swedish-Meatballs-1040623,3
171,indian_finesser_272,Slow-Cooker-Boeuf-Bourguignon-1056256,2
170,indian_finesser_272,Easy-french-ratatouille-308073,3
179,indian_finesser_272,Frisee-Salad-with-Duck-Livers-511087,1
188,indian_finesser_272,Mini-Mexican-Meatloaves-1247371,1
187,indian_finesser_272,Baked-Creamy-Chicken-Taquitos-990478,1
185,indian_finesser_272,Baked-Chicken-Taquitos-1602874,4
197,indian_finesser_272,Garlic-Shrimp-My-Recipes_1,4
190,indian_finesser_272,Mediterranean-fish-packets-304237,2
198,indian_finesser_272,Mediterranean-Pan-Roasted-Salmon-931756,5
204,indian_finesser_272,Chicken-Meatballs-with-Tomato-Balsamic-Glaze-Once-Upon-A-Chef-200002,3
201,indian_finesser_272,Tomato-Basil-Spaghetti-Squash-Bake-1119451,3
207,indian_finesser_272,Gnocchi-with-Cherry-Tomatoes-and-Garlicky-Panko-Breadcrumbs-1340262,5
3,raye_cant_get_enough_swedish_eatz_180,Sauerbraten-Beef-in-Gingersnap-Gravy-1540117,2
0,raye_cant_get_enough_swedish_eatz_180,Pork-Schnitzels-778938,1
8,raye_cant_get_enough_swedish_eatz_180,German-Pork-Chops-and-Sauerkraut-AllRecipes-40040,1
11,raye_cant_get_enough_swedish_eatz_180,Asian-Style-Scallops-I-Adore-Food-55293,3
13,raye_cant_get_enough_swedish_eatz_180,Easy-Chicken-Teriyaki-1172111,4
17,raye_cant_get_enough_swedish_eatz_180,Chili-shrimp-and-asparagus-stir-fry-352470,3
26,raye_cant_get_enough_swedish_eatz_180,Cuban-Style-Lamb-1733103,2
27,raye_cant_get_enough_swedish_eatz_180,Cuban-Red-Beans-1235096,2
23,raye_cant_get_enough_swedish_eatz_180,Cuban-Empanadas-1299337,3
31,raye_cant_get_enough_swedish_eatz_180,Marha-Porkolt---Hungarian-Beef-Paprika-Stew-1019991,5
38,raye_cant_get_enough_swedish_eatz_180,Crockpot-Hungarian-Goulash-1784747,4
30,raye_cant_get_enough_swedish_eatz_180,Hungarian-Goulash-1975672,5
46,raye_cant_get_enough_swedish_eatz_180,Black-Cod-with-Miso-_Miso-marinated-Black-Cod_-1455849,1
45,raye_cant_get_enough_swedish_eatz_180,Japanese-Beef-Steak-1612087,1
40,raye_cant_get_enough_swedish_eatz_180,Beef-Negimaki-1128838,1
51,raye_cant_get_enough_swedish_eatz_180,Spanish-Chorizo-Omelette-with-Irregular-Mushrooms-1802850,5
56,raye_cant_get_enough_swedish_eatz_180,Speedy-Shrimp-and-Orzo-Paella-1197247,5
58,raye_cant_get_enough_swedish_eatz_180,Spanish-Meatballs-_Albondigas_-with-Pintos_-Zucchini-and-Tomato-1071290,3
65,raye_cant_get_enough_swedish_eatz_180,Slow-Cooker-Beef-_-Sweet-Potato-Tagine-985719,3
60,raye_cant_get_enough_swedish_eatz_180,Moroccan-Inspired-Pork-Stew-1332144,5
68,raye_cant_get_enough_swedish_eatz_180,Moroccan-Chicken-with-Lemons-and-Olives-1825054,1
70,raye_cant_get_enough_swedish_eatz_180,Spanakopita-Casserole-490232,5
75,raye_cant_get_enough_swedish_eatz_180,Savory-Greek-Waffle-Pizzas-1522725,4
73,raye_cant_get_enough_swedish_eatz_180,Greek-Stuffed-Tomatoes-With-Quinoa-And-Black-Lentils-556703,3
87,raye_cant_get_enough_swedish_eatz_180,How-to-make-Masala-Fish-Fry-1281115,1
83,raye_cant_get_enough_swedish_eatz_180,Healthy-Paneer-Makhani-1263105,5
85,raye_cant_get_enough_swedish_eatz_180,Mattar-Paneer-1421128,3
90,raye_cant_get_enough_swedish_eatz_180,Mama_s-Fried-Chicken-1050513,1
93,raye_cant_get_enough_swedish_eatz_180,Mama_s-Fried-Chicken-1894447,4
95,raye_cant_get_enough_swedish_eatz_180,Southern-Honey-Baked-Ham-1360914,5
108,raye_cant_get_enough_swedish_eatz_180,How-To-Make-Pork-Dumplings-1008479,1
104,raye_cant_get_enough_swedish_eatz_180,Garlic-lover_s-vegetable-stir-fry-with-eggplant_-zucchini_-and-yellow-squash-309526,3
103,raye_cant_get_enough_swedish_eatz_180,10-Minute-Stir-Fry-1192417,3
116,raye_cant_get_enough_swedish_eatz_180,Corned-Beef-and-Cabbage-1545664,4
119,raye_cant_get_enough_swedish_eatz_180,Core-Irish-Beef-Stew-Recipezaar,1
118,raye_cant_get_enough_swedish_eatz_180,Coddle-Food_com-181592,5
122,raye_cant_get_enough_swedish_eatz_180,Minced-Beef-Wellington-1243870,2
126,raye_cant_get_enough_swedish_eatz_180,Mini-Beef-Wellingtons-1443669,5
129,raye_cant_get_enough_swedish_eatz_180,Cottage-Pie-Allrecipes,4
130,raye_cant_get_enough_swedish_eatz_180,Vegetarian-Lentil-Burger-575506,4
133,raye_cant_get_enough_swedish_eatz_180,Dijon-Rack-Of-Lamb-My-Recipes,5
138,raye_cant_get_enough_swedish_eatz_180,Chicken-With-Sherry-Vinegar-Sauce-My-Recipes,1
148,raye_cant_get_enough_swedish_eatz_180,Salsa-Verde-Chicharron-Tacos-1344920,4
144,raye_cant_get_enough_swedish_eatz_180,Slow-cooker-cherry-Coke-beef-carnitas-969859,1
146,raye_cant_get_enough_swedish_eatz_180,Instant-Pot-_or-Slow-Cooker_-Low-Carb-Green-Chile-Pork-Taco-Bowl-2035715,3
150,raye_cant_get_enough_swedish_eatz_180,Thai-Garlic-Chili-Shrimp-960660,5
151,raye_cant_get_enough_swedish_eatz_180,Thai-style-Fish-With-Coconut-Sauce-1586474,4
153,raye_cant_get_enough_swedish_eatz_180,Chicken-Pad-Thai-Wontons-749401,2
166,raye_cant_get_enough_swedish_eatz_180,Paleo-Swedish-Meatballs-in-Mushroom-Gravy-1255501,5
167,raye_cant_get_enough_swedish_eatz_180,Ikea-Swedish-Meatballs-1369339,5
160,raye_cant_get_enough_swedish_eatz_180,Oven-baked-swedish-meatballs-309856,5
176,raye_cant_get_enough_swedish_eatz_180,Ratatouille-Saute-1475642,2
175,raye_cant_get_enough_swedish_eatz_180,Cuban-French-Bread-Pizza-1905608,1
177,raye_cant_get_enough_swedish_eatz_180,Duck-Confit-1978938,4
187,raye_cant_get_enough_swedish_eatz_180,Baked-Creamy-Chicken-Taquitos-990478,3
188,raye_cant_get_enough_swedish_eatz_180,Mini-Mexican-Meatloaves-1247371,5
189,raye_cant_get_enough_swedish_eatz_180,6-Ingredient-Green-Chile-Chicken-Enchiladas-_Gluten-Free-_-Double-Batch-for-the-Freezer_-1700178,2
195,raye_cant_get_enough_swedish_eatz_180,Mediterranean-Pizza-1834600,1
192,raye_cant_get_enough_swedish_eatz_180,Greek-Meatballs-with-Tzatziki-Sauce-1589104,1
199,raye_cant_get_enough_swedish_eatz_180,Pan-Roasted-Fish-with-Mediterranean-Tomato-Sauce-1745940,1
206,raye_cant_get_enough_swedish_eatz_180,White-whole-wheat-pizza-dough-308605,2
205,raye_cant_get_enough_swedish_eatz_180,Total-Choice-Spinach-Stuffed-Chicken-995251,5
202,raye_cant_get_enough_swedish_eatz_180,Clean-Eating-Italian-Style-Shrimp-1196149,1
5,southwestern_fan_848,Sauerkraut-Chickpea-Flour-Ravioli-_-Spiced-Applesauce-1592004,2
7,southwestern_fan_848,Sirloin-Stroganoff-MyRecipes-249593,1
3,southwestern_fan_848,Sauerbraten-Beef-in-Gingersnap-Gravy-1540117,1
14,southwestern_fan_848,Garlic-Ginger-Shrimp-Stir-fry-758551,2
17,southwestern_fan_848,Chili-shrimp-and-asparagus-stir-fry-352470,3
19,southwestern_fan_848,Steamed-Scallops-with-Soy-Sauce-and-Garlic-Oil-497320,3
20,southwestern_fan_848,Cuban-roast-pork-_lechon-asado_-351717,4
26,southwestern_fan_848,Cuban-Style-Lamb-1733103,5
28,southwestern_fan_848,Cuban-Style-Pulled-Pork-Sliders-495061,3
36,southwestern_fan_848,Hungarian-Goulash-_Slow-Cooker_-1477328,5
38,southwestern_fan_848,Crockpot-Hungarian-Goulash-1784747,4
32,southwestern_fan_848,Slow-Cookers-Beef-Paprikash-1044728,3
47,southwestern_fan_848,Chicken-Teriyaki-573544,3
42,southwestern_fan_848,Miso-Glazed-Salmon-1077104,1
40,southwestern_fan_848,Beef-Negimaki-1128838,1
52,southwestern_fan_848,Spanish-rice-with-chicken-299070,2
55,southwestern_fan_848,Chunky-Vegetable-Paella-1717560,5
54,southwestern_fan_848,Spanish_style-Shrimp-With-Garlic-My-Recipes,4
67,southwestern_fan_848,Moroccan-Meat-Cigars-Allrecipes,4
61,southwestern_fan_848,Moroccan-Spiced-Fish-1994862,2
68,southwestern_fan_848,Moroccan-Chicken-with-Lemons-and-Olives-1825054,3
74,southwestern_fan_848,Greek-Pizza-1253983,2
75,southwestern_fan_848,Savory-Greek-Waffle-Pizzas-1522725,5
78,southwestern_fan_848,Greek-Meatballs-in-Lemon-Sauce-1566510,3
80,southwestern_fan_848,5-Minute-Salmon-Sauce-Indian-Style-1474008,5
89,southwestern_fan_848,Marrow-Curry-1233252,3
83,southwestern_fan_848,Healthy-Paneer-Makhani-1263105,5
98,southwestern_fan_848,Carolina-Style-Slow-Cooker-Pulled-Pork-1223383,3
91,southwestern_fan_848,Pulled-Pork_-North-Carolina-Style-783556,5
95,southwestern_fan_848,Southern-Honey-Baked-Ham-1360914,1
109,southwestern_fan_848,Peanut-Sesame-Chicken-Rice-Paper-Rolls-1555865,1
104,southwestern_fan_848,Garlic-lover_s-vegetable-stir-fry-with-eggplant_-zucchini_-and-yellow-squash-309526,5
100,southwestern_fan_848,Asian_Style-Pork-Chops-Martha-Stewart,4
118,southwestern_fan_848,Coddle-Food_com-181592,3
114,southwestern_fan_848,Vegan-Irish-Hand-Pies-1894258,5
117,southwestern_fan_848,Irish-Beef-Stew-Recipezaar_5,3
127,southwestern_fan_848,Pork-Pie-Allrecipes,5
125,southwestern_fan_848,Panfried-Chinese-Pork-Pie-_Xian-Bing_-1512743,4
122,southwestern_fan_848,Minced-Beef-Wellington-1243870,2
135,southwestern_fan_848,Steak-Salad-My-Recipes_1,5
133,southwestern_fan_848,Dijon-Rack-Of-Lamb-My-Recipes,4
137,southwestern_fan_848,Simple-Baked-Ham-1086701,1
146,southwestern_fan_848,Instant-Pot-_or-Slow-Cooker_-Low-Carb-Green-Chile-Pork-Taco-Bowl-2035715,1
140,southwestern_fan_848,Buffalo-Chicken-Taquitos-1186877,1
145,southwestern_fan_848,Instant-Pot-_or-Slow-Cooker_-Low-Carb-Green-Chile-Pork-Taco-Bowl-2036443,1
154,southwestern_fan_848,Thai-Fishcake-Skewers-1259999,2
157,southwestern_fan_848,Thai-Fried-Rice-1164164,5
159,southwestern_fan_848,Thai-Inspired-Turkey-Mini-Meatball-Lettuce-Wraps-1614929,1
164,southwestern_fan_848,Favorite-Swedish-Meatballs-1324614,3
168,southwestern_fan_848,Swedish-Meatballs-1040623,1
162,southwestern_fan_848,Swedish-Meatballs-1588508,1
175,southwestern_fan_848,Cuban-French-Bread-Pizza-1905608,4
172,southwestern_fan_848,Ratatouille-tart-307134,4
179,southwestern_fan_848,Frisee-Salad-with-Duck-Livers-511087,4
182,southwestern_fan_848,Slow-cooker-southwestern-pork-roast-303705,5
188,southwestern_fan_848,Mini-Mexican-Meatloaves-1247371,5
181,southwestern_fan_848,Slow-Cooker-Chicken-Fajitas-1892578,5
193,southwestern_fan_848,Mediterranean-turkey-meatballs-with-herbed-yogurt-sauce-308201,4
191,southwestern_fan_848,Low-Carb-Baked-Greek-Meatballs-with-Feta-and-Oregano-1495557,5
196,southwestern_fan_848,Mediterranean-Red-Snapper-678240,1
202,southwestern_fan_848,Clean-Eating-Italian-Style-Shrimp-1196149,5
201,southwestern_fan_848,Tomato-Basil-Spaghetti-Squash-Bake-1119451,2
208,southwestern_fan_848,Tuscan-Herb-Cod-with-Tomatoes-_-Arugula-556649,3
7,kathey_only_eats_swedish_eatz_742,Sirloin-Stroganoff-MyRecipes-249593,5
5,kathey_only_eats_swedish_eatz_742,Sauerkraut-Chickpea-Flour-Ravioli-_-Spiced-Applesauce-1592004,2
4,kathey_only_eats_swedish_eatz_742,Sauerbraten-1340986,5
19,kathey_only_eats_swedish_eatz_742,Steamed-Scallops-with-Soy-Sauce-and-Garlic-Oil-497320,1
12,kathey_only_eats_swedish_eatz_742,Spicy-Garlic-and-Pepper-Shrimp-Stir-Fry-1192554,1
14,kathey_only_eats_swedish_eatz_742,Garlic-Ginger-Shrimp-Stir-fry-758551,2
26,kathey_only_eats_swedish_eatz_742,Cuban-Style-Lamb-1733103,5
28,kathey_only_eats_swedish_eatz_742,Cuban-Style-Pulled-Pork-Sliders-495061,5
20,kathey_only_eats_swedish_eatz_742,Cuban-roast-pork-_lechon-asado_-351717,5
34,kathey_only_eats_swedish_eatz_742,Hungarian-Goulash-I-1605017,3
35,kathey_only_eats_swedish_eatz_742,Hungarian-Goulash-623141,3
32,kathey_only_eats_swedish_eatz_742,Slow-Cookers-Beef-Paprikash-1044728,3
48,kathey_only_eats_swedish_eatz_742,Japanese-Crispy-Fried-Shrimp-630308,1
47,kathey_only_eats_swedish_eatz_742,Chicken-Teriyaki-573544,5
49,kathey_only_eats_swedish_eatz_742,Protein-Packed-Japanese-Tofu-Steak-1314305,3
51,kathey_only_eats_swedish_eatz_742,Spanish-Chorizo-Omelette-with-Irregular-Mushrooms-1802850,1
55,kathey_only_eats_swedish_eatz_742,Chunky-Vegetable-Paella-1717560,3
53,kathey_only_eats_swedish_eatz_742,Broiled-Spanish-Mackerel-AllRecipes-36799,4
65,kathey_only_eats_swedish_eatz_742,Slow-Cooker-Beef-_-Sweet-Potato-Tagine-985719,2
67,kathey_only_eats_swedish_eatz_742,Moroccan-Meat-Cigars-Allrecipes,2
61,kathey_only_eats_swedish_eatz_742,Moroccan-Spiced-Fish-1994862,1
73,kathey_only_eats_swedish_eatz_742,Greek-Stuffed-Tomatoes-With-Quinoa-And-Black-Lentils-556703,1
70,kathey_only_eats_swedish_eatz_742,Spanakopita-Casserole-490232,2
71,kathey_only_eats_swedish_eatz_742,Spinach-and-Feta-Greek-Stuffed-Pork-Chops-1273937,3
84,kathey_only_eats_swedish_eatz_742,Beef-Masala-Curry-1181655,5
83,kathey_only_eats_swedish_eatz_742,Healthy-Paneer-Makhani-1263105,3
82,kathey_only_eats_swedish_eatz_742,Indian-Style-Baked-Tofu-1507752,5
98,kathey_only_eats_swedish_eatz_742,Carolina-Style-Slow-Cooker-Pulled-Pork-1223383,3
93,kathey_only_eats_swedish_eatz_742,Mama_s-Fried-Chicken-1894447,2
96,kathey_only_eats_swedish_eatz_742,Keto-Crispy-Fried-Chicken-1706866,1
109,kathey_only_eats_swedish_eatz_742,Peanut-Sesame-Chicken-Rice-Paper-Rolls-1555865,4
102,kathey_only_eats_swedish_eatz_742,Skillet-Beef-_-Broccoli-1549837,5
104,kathey_only_eats_swedish_eatz_742,Garlic-lover_s-vegetable-stir-fry-with-eggplant_-zucchini_-and-yellow-squash-309526,2
118,kathey_only_eats_swedish_eatz_742,Coddle-Food_com-181592,5
116,kathey_only_eats_swedish_eatz_742,Corned-Beef-and-Cabbage-1545664,4
117,kathey_only_eats_swedish_eatz_742,Irish-Beef-Stew-Recipezaar_5,4
122,kathey_only_eats_swedish_eatz_742,Minced-Beef-Wellington-1243870,1
121,kathey_only_eats_swedish_eatz_742,Perfect-Sunday-Roast-1575220,3
129,kathey_only_eats_swedish_eatz_742,Cottage-Pie-Allrecipes,4
131,kathey_only_eats_swedish_eatz_742,Garlic_herb-Roasted-Chicken-My-Recipes,1
136,kathey_only_eats_swedish_eatz_742,Real-Texas-Chili-My-Recipes,1
135,kathey_only_eats_swedish_eatz_742,Steak-Salad-My-Recipes_1,1
148,kathey_only_eats_swedish_eatz_742,Salsa-Verde-Chicharron-Tacos-1344920,3
145,kathey_only_eats_swedish_eatz_742,Instant-Pot-_or-Slow-Cooker_-Low-Carb-Green-Chile-Pork-Taco-Bowl-2036443,2
149,kathey_only_eats_swedish_eatz_742,Mexican-Pull-Apart-Pizza-1359291,2
155,kathey_only_eats_swedish_eatz_742,Thai-Chicken-Wings-with-Peanut-Sauce-1503217,5
